Started division operationnumbers 72 and -58 are wrong 
numbers 22 and -62 are wrong 
numbers 24 and -62 are wrong 
numbers -55 and 44 are wrong 
numbers 60 and -74 are wrong 
numbers -10 and 86 are wrong 
numbers -68 and 61 are wrong 
numbers -100 and 15 are wrong 
numbers 28 and -62 are wrong 
numbers -38 and 10 are wrong 
numbers -50 and 1 are wrong 
numbers 33 and -3 are wrong 
numbers 85 and -30 are wrong 
numbers -88 and 28 are wrong 
numbers -42 and 77 are wrong 
numbers -50 and 90 are wrong 
numbers -5 and 46 are wrong 
numbers 86 and -6 are wrong 
numbers 87 and -51 are wrong 
numbers 5 and -16 are wrong 
numbers 99 and -53 are wrong 
numbers 18 and -10 are wrong 
numbers 42 and -84 are wrong 
numbers 90 and -50 are wrong 
numbers 4 and -77 are wrong 
numbers -85 and 13 are wrong 
numbers 62 and -2 are wrong 
numbers 85 and -89 are wrong 
numbers 48 and -9 are wrong 
numbers 57 and -33 are wrong 
numbers 13 and -54 are wrong 
numbers 38 and -51 are wrong 
numbers 82 and -35 are wrong 
numbers 27 and -76 are wrong 
numbers -83 and 32 are wrong 
numbers -54 and 50 are wrong 
numbers -54 and 46 are wrong 
numbers -12 and 62 are wrong 
numbers -35 and 71 are wrong 
numbers -88 and 0 are wrong 
numbers -38 and 18 are wrong 
numbers -47 and 90 are wrong 
numbers 56 and -12 are wrong 
numbers 41 and -19 are wrong 
numbers 99 and -98 are wrong 
numbers 76 and -39 are wrong 
numbers 71 and -71 are wrong 
numbers -32 and 32 are wrong 
numbers 86 and -57 are wrong 
numbers 60 and -4 are wrong 
numbers 95 and -5 are wrong 
numbers -4 and 22 are wrong 
numbers 54 and -39 are wrong 
numbers -41 and 4 are wrong 
numbers 10 and -53 are wrong 
numbers 55 and -92 are wrong 
numbers 60 and -2 are wrong 
numbers 10 and -25 are wrong 
numbers -53 and 25 are wrong 
numbers 95 and -37 are wrong 
numbers 67 and -52 are wrong 
numbers -69 and 43 are wrong 
numbers -6 and 11 are wrong 
numbers 12 and -51 are wrong 
numbers 86 and 0 are wrong 
numbers -16 and 89 are wrong 
numbers 81 and -15 are wrong 
numbers 51 and -12 are wrong 
numbers 66 and -68 are wrong 
numbers -26 and 43 are wrong 
numbers -33 and 7 are wrong 
numbers 86 and -74 are wrong 
numbers 37 and -34 are wrong 
numbers 49 and -32 are wrong 
numbers 33 and -29 are wrong 
numbers 35 and -93 are wrong 
numbers -18 and 29 are wrong 
numbers 57 and -71 are wrong 
numbers 91 and -56 are wrong 
numbers 93 and -25 are wrong 
numbers 27 and -70 are wrong 
numbers 26 and -81 are wrong 
numbers 82 and -48 are wrong 
numbers -36 and 79 are wrong 
numbers 96 and -46 are wrong 
numbers 21 and -18 are wrong 
numbers 58 and -71 are wrong 
numbers 56 and -59 are wrong 
numbers 89 and -50 are wrong 
numbers -48 and 31 are wrong 
numbers -31 and 54 are wrong 
numbers 69 and -13 are wrong 
numbers -95 and 2 are wrong 
numbers 71 and -83 are wrong 
numbers -30 and 75 are wrong 
numbers -47 and 44 are wrong 
numbers 38 and -3 are wrong 
numbers -62 and 48 are wrong 
numbers -76 and 27 are wrong 
numbers -97 and 20 are wrong 
numbers 84 and -100 are wrong 
numbers -88 and 75 are wrong 
numbers 51 and -97 are wrong 
numbers 6 and -26 are wrong 
numbers -97 and 67 are wrong 
numbers -59 and 32 are wrong 
numbers 23 and -33 are wrong 
numbers -86 and 69 are wrong 
numbers -23 and 1 are wrong 
numbers 93 and -96 are wrong 
numbers -3 and 42 are wrong 
numbers 40 and -27 are wrong 
numbers -3 and 87 are wrong 
numbers -92 and 69 are wrong 
numbers -62 and 12 are wrong 
numbers -2 and 53 are wrong 
numbers 32 and -23 are wrong 
numbers 48 and -36 are wrong 
numbers 70 and -98 are wrong 
numbers -93 and 38 are wrong 
numbers 38 and -19 are wrong 
numbers -89 and 92 are wrong 
numbers -50 and 63 are wrong 
numbers 96 and -5 are wrong 
numbers -39 and 36 are wrong 
numbers -88 and 64 are wrong 
numbers -82 and 26 are wrong 
numbers -21 and 35 are wrong 
numbers -94 and 67 are wrong 
numbers -27 and 85 are wrong 
numbers 6 and -77 are wrong 
numbers -50 and 42 are wrong 
numbers -47 and 62 are wrong 
numbers -14 and 76 are wrong 
numbers -13 and 5 are wrong 
numbers 67 and -55 are wrong 
numbers -36 and 95 are wrong 
numbers 27 and -69 are wrong 
numbers 86 and -94 are wrong 
numbers -96 and 2 are wrong 
numbers 90 and -27 are wrong 
numbers -54 and 43 are wrong 
numbers -23 and 71 are wrong 
numbers 56 and -7 are wrong 
numbers -38 and 96 are wrong 
numbers -58 and 53 are wrong 
numbers -7 and 45 are wrong 
numbers -30 and 64 are wrong 
numbers -69 and 2 are wrong 
numbers -5 and 9 are wrong 
numbers -71 and 27 are wrong 
numbers 58 and -47 are wrong 
numbers -78 and 17 are wrong 
numbers -69 and 62 are wrong 
numbers 83 and -89 are wrong 
numbers -32 and 9 are wrong 
numbers -52 and 44 are wrong 
numbers -12 and 11 are wrong 
numbers 45 and -54 are wrong 
numbers -64 and 38 are wrong 
numbers 2 and -40 are wrong 
numbers -65 and 83 are wrong 
numbers 48 and -10 are wrong 
numbers -8 and 44 are wrong 
numbers 98 and -23 are wrong 
numbers -52 and 68 are wrong 
numbers 89 and -100 are wrong 
numbers 57 and -52 are wrong 
numbers 47 and -56 are wrong 
numbers -89 and 79 are wrong 
numbers -48 and 56 are wrong 
numbers -13 and 14 are wrong 
numbers 95 and -98 are wrong 
numbers 50 and -85 are wrong 
numbers 50 and -35 are wrong 
numbers -71 and 6 are wrong 
numbers -46 and 29 are wrong 
numbers -19 and 38 are wrong 
numbers -75 and 68 are wrong 
numbers 22 and -71 are wrong 
numbers -68 and 39 are wrong 
numbers -14 and 13 are wrong 
numbers 96 and -95 are wrong 
numbers 76 and -2 are wrong 
numbers -44 and 29 are wrong 
numbers -38 and 82 are wrong 
numbers -43 and 74 are wrong 
numbers 69 and -5 are wrong 
numbers 14 and -47 are wrong 
numbers -26 and 57 are wrong 
numbers 10 and -80 are wrong 
numbers -67 and 40 are wrong 
numbers 31 and -48 are wrong 
numbers 17 and 0 are wrong 
numbers -51 and 61 are wrong 
numbers 17 and -32 are wrong 
numbers -89 and 43 are wrong 
numbers -65 and 98 are wrong 
numbers -8 and 50 are wrong 
numbers -25 and 17 are wrong 
numbers 56 and -14 are wrong 
numbers -68 and 38 are wrong 
numbers 99 and -38 are wrong 
numbers 31 and -73 are wrong 
numbers 92 and -91 are wrong 
numbers 71 and -45 are wrong 
numbers -52 and 22 are wrong 
numbers 4 and -32 are wrong 
numbers 3 and -11 are wrong 
numbers -31 and 63 are wrong 
numbers -34 and 79 are wrong 
numbers 33 and -76 are wrong 
numbers -92 and 69 are wrong 
numbers -78 and 59 are wrong 
numbers 77 and -95 are wrong 
numbers 72 and -11 are wrong 
numbers 21 and -54 are wrong 
numbers -60 and 99 are wrong 
numbers 58 and -50 are wrong 
numbers -74 and 68 are wrong 
numbers 58 and -18 are wrong 
numbers 82 and -90 are wrong 
numbers -76 and 95 are wrong 
numbers 50 and -85 are wrong 
numbers -32 and 61 are wrong 
numbers -67 and 18 are wrong 
numbers 96 and -36 are wrong 
numbers 90 and -18 are wrong 
numbers 20 and -4 are wrong 
numbers 69 and -72 are wrong 
numbers -47 and 42 are wrong 
numbers 9 and -10 are wrong 
numbers -1 and 57 are wrong 
numbers 1 and -92 are wrong 
numbers 63 and -62 are wrong 
numbers 3 and -98 are wrong 
numbers -93 and 73 are wrong 
numbers 59 and -39 are wrong 
numbers 11 and -94 are wrong 
numbers -7 and 73 are wrong 
numbers -70 and 21 are wrong 
numbers -22 and 71 are wrong 
numbers -71 and 91 are wrong 
numbers 30 and -49 are wrong 
numbers -74 and 33 are wrong 
numbers -19 and 27 are wrong 
numbers -61 and 89 are wrong 
numbers 28 and -6 are wrong 
numbers 1 and -78 are wrong 
numbers 3 and -96 are wrong 
numbers -55 and 25 are wrong 
numbers -16 and 20 are wrong 
numbers -36 and 8 are wrong 
numbers 39 and -83 are wrong 
numbers 36 and -21 are wrong 
numbers 73 and -12 are wrong 
numbers -44 and 56 are wrong 
numbers 87 and -86 are wrong 
numbers 7 and -66 are wrong 
numbers -20 and 28 are wrong 
numbers -67 and 94 are wrong 
numbers 3 and -60 are wrong 
numbers -91 and 62 are wrong 
numbers 24 and -97 are wrong 
numbers 60 and -68 are wrong 
numbers -4 and 54 are wrong 
numbers 76 and -48 are wrong 
numbers 40 and -77 are wrong 
numbers -35 and 88 are wrong 
numbers 25 and -59 are wrong 
numbers 24 and -71 are wrong 
numbers -45 and 80 are wrong 
numbers -25 and 30 are wrong 
numbers 81 and -16 are wrong 
numbers -99 and 1 are wrong 
numbers -42 and 41 are wrong 
numbers 9 and -40 are wrong 
numbers -82 and 26 are wrong 
numbers 31 and -71 are wrong 
numbers -27 and 86 are wrong 
numbers 95 and -25 are wrong 
numbers 11 and -33 are wrong 
numbers 81 and -44 are wrong 
numbers -69 and 71 are wrong 
numbers 79 and -64 are wrong 
numbers -65 and 19 are wrong 
numbers -66 and 86 are wrong 
numbers 82 and -100 are wrong 
numbers 4 and -8 are wrong 
numbers -66 and 32 are wrong 
numbers -90 and 55 are wrong 
numbers -78 and 4 are wrong 
numbers -44 and 60 are wrong 
numbers 51 and -89 are wrong 
numbers -7 and 31 are wrong 
numbers 89 and -86 are wrong 
numbers -79 and 58 are wrong 
numbers -42 and 86 are wrong 
numbers -4 and 9 are wrong 
numbers -54 and 55 are wrong 
numbers 58 and -97 are wrong 
numbers 46 and -53 are wrong 
numbers -42 and 76 are wrong 
numbers 32 and -85 are wrong 
numbers 22 and -64 are wrong 
numbers 48 and -39 are wrong 
numbers -4 and 96 are wrong 
numbers -5 and 67 are wrong 
numbers -38 and 53 are wrong 
numbers 49 and -78 are wrong 
numbers -80 and 90 are wrong 
numbers 100 and -82 are wrong 
numbers 46 and -32 are wrong 
numbers 90 and -52 are wrong 
numbers -57 and 39 are wrong 
numbers 16 and -69 are wrong 
numbers -75 and 98 are wrong 
numbers 6 and -62 are wrong 
numbers -89 and 75 are wrong 
numbers 51 and -52 are wrong 
numbers 68 and -65 are wrong 
numbers -59 and 77 are wrong 
numbers 64 and -82 are wrong 
numbers -41 and 7 are wrong 
numbers -10 and 77 are wrong 
numbers -62 and 94 are wrong 
numbers 45 and -25 are wrong 
numbers 43 and -84 are wrong 
numbers -48 and 58 are wrong 
numbers -92 and 16 are wrong 
numbers -37 and 68 are wrong 
numbers -30 and 56 are wrong 
numbers 63 and -27 are wrong 
numbers 42 and -70 are wrong 
numbers -18 and 33 are wrong 
numbers -6 and 85 are wrong 
numbers 91 and -66 are wrong 
numbers -59 and 47 are wrong 
numbers 3 and -97 are wrong 
numbers -17 and 46 are wrong 
numbers 25 and -64 are wrong 
numbers -20 and 78 are wrong 
numbers -66 and 53 are wrong 
numbers 33 and -15 are wrong 
numbers -28 and 85 are wrong 
numbers 44 and -37 are wrong 
numbers -78 and 47 are wrong 
numbers -61 and 28 are wrong 
numbers -15 and 58 are wrong 
numbers -18 and 47 are wrong 
numbers -26 and 62 are wrong 
numbers -99 and 96 are wrong 
numbers -81 and 79 are wrong 
numbers 48 and -9 are wrong 
numbers -24 and 90 are wrong 
numbers -78 and 99 are wrong 
numbers -79 and 89 are wrong 
numbers 85 and -61 are wrong 
numbers -73 and 8 are wrong 
numbers 54 and -63 are wrong 
numbers 5 and -98 are wrong 
numbers 7 and -21 are wrong 
numbers -16 and 94 are wrong 
numbers -67 and 62 are wrong 
numbers -38 and 53 are wrong 
numbers -99 and 40 are wrong 
numbers -37 and 56 are wrong 
numbers 56 and -15 are wrong 
numbers -25 and 17 are wrong 
numbers -13 and 69 are wrong 
numbers 34 and -43 are wrong 
numbers 25 and -54 are wrong 
numbers 56 and -10 are wrong 
numbers 19 and -62 are wrong 
numbers -49 and 81 are wrong 
numbers -66 and 85 are wrong 
numbers 57 and -35 are wrong 
numbers 95 and -2 are wrong 
numbers -42 and 99 are wrong 
numbers -37 and 39 are wrong 
numbers -90 and 70 are wrong 
numbers -63 and 91 are wrong 
numbers -44 and 51 are wrong 
numbers -53 and 77 are wrong 
numbers 52 and -36 are wrong 
numbers 29 and -100 are wrong 
numbers 40 and -50 are wrong 
numbers 82 and -25 are wrong 
numbers -75 and 93 are wrong 
numbers -78 and 14 are wrong 
numbers -16 and 64 are wrong 
numbers 84 and -34 are wrong 
numbers 76 and -16 are wrong 
numbers -22 and 87 are wrong 
numbers -6 and 94 are wrong 
numbers -69 and 45 are wrong 
numbers -68 and 68 are wrong 
numbers 65 and -55 are wrong 
numbers -17 and 79 are wrong 
numbers -100 and 67 are wrong 
numbers 96 and -42 are wrong 
numbers 97 and -63 are wrong 
numbers -94 and 12 are wrong 
numbers 50 and -33 are wrong 
numbers 19 and -57 are wrong 
numbers 21 and -67 are wrong 
numbers 9 and -5 are wrong 
numbers -72 and 83 are wrong 
numbers -40 and 71 are wrong 
numbers -63 and 36 are wrong 
numbers -94 and 96 are wrong 
numbers -2 and 51 are wrong 
numbers 13 and -88 are wrong 
numbers 53 and -99 are wrong 
numbers -93 and 85 are wrong 
numbers -5 and 48 are wrong 
numbers 71 and -64 are wrong 
numbers 69 and -62 are wrong 
numbers -80 and 71 are wrong 
numbers -9 and 44 are wrong 
numbers -31 and 79 are wrong 
numbers -77 and 96 are wrong 
numbers 96 and -40 are wrong 
numbers 65 and -79 are wrong 
numbers 19 and -30 are wrong 
numbers 22 and -30 are wrong 
numbers 84 and -25 are wrong 
numbers 30 and -88 are wrong 
numbers 41 and -17 are wrong 
numbers -9 and 0 are wrong 
numbers 59 and -29 are wrong 
numbers 87 and -38 are wrong 
numbers -32 and 34 are wrong 
numbers 17 and -17 are wrong 
numbers 78 and -13 are wrong 
numbers 24 and -60 are wrong 
numbers -13 and 27 are wrong 
numbers 79 and -58 are wrong 
numbers 61 and -85 are wrong 
numbers -43 and 17 are wrong 
numbers 59 and -74 are wrong 
numbers -48 and 50 are wrong 
numbers -56 and 10 are wrong 
numbers 29 and -19 are wrong 
numbers 95 and -71 are wrong 
numbers -86 and 31 are wrong 
numbers 75 and -85 are wrong 
numbers 81 and 0 are wrong 
numbers 89 and -61 are wrong 
numbers 10 and -80 are wrong 
numbers 88 and -15 are wrong 
numbers -12 and 92 are wrong 
numbers -81 and 74 are wrong 
numbers -33 and 88 are wrong 
numbers -96 and 97 are wrong 
numbers 57 and -33 are wrong 
numbers -97 and 20 are wrong 
numbers 90 and -60 are wrong 
numbers -46 and 3 are wrong 
numbers 8 and -47 are wrong 
numbers 55 and -78 are wrong 
numbers 87 and -73 are wrong 
numbers 82 and -68 are wrong 
numbers 82 and -55 are wrong 
numbers 56 and -20 are wrong 
numbers -96 and 20 are wrong 
numbers -2 and 63 are wrong 
numbers 53 and -61 are wrong 
numbers -84 and 54 are wrong 
numbers -59 and 34 are wrong 
numbers 52 and -1 are wrong 
numbers 62 and -46 are wrong 
numbers 76 and -33 are wrong 
numbers 1 and -70 are wrong 
numbers 53 and -87 are wrong 
numbers 75 and -91 are wrong 
numbers 85 and -76 are wrong 
numbers -20 and 11 are wrong 
numbers -4 and 50 are wrong 
numbers 72 and -38 are wrong 
numbers -72 and 72 are wrong 
numbers 3 and -84 are wrong 
numbers 68 and -61 are wrong 
numbers -4 and 41 are wrong 
numbers 53 and -7 are wrong 
numbers -3 and 53 are wrong 
numbers -62 and 47 are wrong 
numbers -4 and 13 are wrong 
numbers -61 and 26 are wrong 
numbers 21 and -84 are wrong 
numbers -91 and 69 are wrong 
numbers -89 and 23 are wrong 
numbers -12 and 95 are wrong 
numbers -60 and 68 are wrong 
numbers 58 and -53 are wrong 
numbers -91 and 89 are wrong 
numbers -42 and 99 are wrong 
numbers -71 and 86 are wrong 
numbers -17 and 67 are wrong 
numbers -35 and 79 are wrong 
numbers -12 and 85 are wrong 
numbers 65 and -50 are wrong 
numbers 56 and -75 are wrong 
numbers 94 and -24 are wrong 
numbers 34 and -79 are wrong 
numbers -90 and 89 are wrong 
numbers 34 and -35 are wrong 
numbers -19 and 53 are wrong 
numbers 24 and -99 are wrong 
numbers -45 and 68 are wrong 
numbers -67 and 93 are wrong 
numbers 62 and -53 are wrong 
numbers 1 and -97 are wrong 
numbers -40 and 48 are wrong 
numbers 51 and -94 are wrong 
numbers -41 and 94 are wrong 
numbers -46 and 61 are wrong 
numbers -17 and 99 are wrong 
numbers -68 and 44 are wrong 
numbers 65 and -73 are wrong 
numbers 29 and -54 are wrong 
numbers 76 and -97 are wrong 
numbers -12 and 58 are wrong 
numbers 69 and -49 are wrong 
numbers 65 and -48 are wrong 
numbers -50 and 18 are wrong 
numbers -68 and 46 are wrong 
numbers 43 and -85 are wrong 
numbers 48 and -72 are wrong 
numbers -88 and 14 are wrong 
numbers 58 and -51 are wrong 
numbers 35 and -98 are wrong 
numbers 28 and -86 are wrong 
numbers -47 and 80 are wrong 
numbers 9 and -76 are wrong 
numbers -87 and 6 are wrong 
numbers 58 and -44 are wrong 
numbers 5 and -70 are wrong 
numbers -23 and 99 are wrong 
numbers -15 and 88 are wrong 
numbers 93 and -10 are wrong 
numbers -48 and 44 are wrong 
numbers -18 and 45 are wrong 
numbers 62 and -87 are wrong 
numbers 87 and -66 are wrong 
numbers -30 and 41 are wrong 
numbers -97 and 53 are wrong 
numbers -9 and 77 are wrong 
numbers 60 and -96 are wrong 
numbers -75 and 17 are wrong 
numbers -59 and 28 are wrong 
numbers 66 and -82 are wrong 
numbers -55 and 93 are wrong 
numbers 60 and -22 are wrong 
numbers -79 and 50 are wrong 
numbers 16 and -7 are wrong 
numbers -30 and 59 are wrong 
numbers -70 and 81 are wrong 
numbers 68 and -75 are wrong 
numbers -85 and 50 are wrong 
numbers -4 and 67 are wrong 
numbers -17 and 37 are wrong 
numbers 94 and -49 are wrong 
numbers -7 and 96 are wrong 
numbers -37 and 53 are wrong 
numbers -56 and 90 are wrong 
numbers -64 and 75 are wrong 
numbers 89 and -26 are wrong 
numbers -94 and 72 are wrong 
numbers 29 and -56 are wrong 
numbers -41 and 65 are wrong 
numbers -43 and 5 are wrong 
numbers -43 and 28 are wrong 
numbers -92 and 32 are wrong 
numbers -19 and 92 are wrong 
numbers 67 and -99 are wrong 
numbers -76 and 51 are wrong 
numbers 26 and -48 are wrong 
numbers -57 and 31 are wrong 
numbers 43 and -87 are wrong 
numbers 51 and -57 are wrong 
numbers 82 and -77 are wrong 
numbers 80 and -69 are wrong 
numbers -51 and 39 are wrong 
numbers -9 and 20 are wrong 
numbers 91 and -49 are wrong 
numbers -21 and 35 are wrong 
numbers 54 and -98 are wrong 
numbers -30 and 21 are wrong 
numbers -95 and 52 are wrong 
numbers -5 and 0 are wrong 
numbers 31 and -5 are wrong 
numbers -5 and 33 are wrong 
numbers 26 and -19 are wrong 
numbers -11 and 44 are wrong 
numbers 11 and -27 are wrong 
numbers -90 and 43 are wrong 
numbers -43 and 4 are wrong 
numbers -63 and 28 are wrong 
numbers -33 and 75 are wrong 
numbers 38 and -50 are wrong 
numbers 98 and -51 are wrong 
numbers 92 and -73 are wrong 
numbers -62 and 79 are wrong 
numbers -34 and 47 are wrong 
numbers -97 and 33 are wrong 
numbers 83 and -26 are wrong 
numbers -55 and 92 are wrong 
numbers -27 and 66 are wrong 
numbers -3 and 56 are wrong 
numbers 30 and -26 are wrong 
numbers -83 and 4 are wrong 
numbers -39 and 82 are wrong 
numbers -74 and 59 are wrong 
numbers 66 and -44 are wrong 
numbers -60 and 29 are wrong 
numbers -79 and 78 are wrong 
numbers -90 and 11 are wrong 
numbers 32 and -57 are wrong 
numbers 36 and -89 are wrong 
numbers -28 and 42 are wrong 
numbers -61 and 89 are wrong 
numbers -55 and 81 are wrong 
numbers 27 and -20 are wrong 
numbers 46 and -97 are wrong 
numbers 62 and -41 are wrong 
numbers 1 and -97 are wrong 
numbers 16 and -83 are wrong 
numbers -58 and 30 are wrong 
numbers 27 and -46 are wrong 
numbers 53 and -3 are wrong 
numbers 89 and -26 are wrong 
numbers -56 and 54 are wrong 
numbers -88 and 58 are wrong 
numbers 66 and -33 are wrong 
numbers 65 and -63 are wrong 
numbers 2 and -77 are wrong 
numbers -33 and 61 are wrong 
numbers 80 and -77 are wrong 
numbers -34 and 88 are wrong 
numbers -39 and 98 are wrong 
numbers 20 and -30 are wrong 
numbers 40 and -23 are wrong 
numbers 12 and -6 are wrong 
numbers 20 and -2 are wrong 
numbers -14 and 33 are wrong 
numbers -14 and 88 are wrong 
numbers -3 and 92 are wrong 
numbers -30 and 62 are wrong 
numbers -12 and 22 are wrong 
numbers -55 and 20 are wrong 
numbers -74 and 65 are wrong 
numbers 44 and -92 are wrong 
numbers -55 and 67 are wrong 
numbers 96 and -56 are wrong 
numbers -71 and 97 are wrong 
numbers 87 and -1 are wrong 
numbers 70 and -18 are wrong 
numbers 39 and -42 are wrong 
numbers -10 and 52 are wrong 
numbers -97 and 42 are wrong 
numbers -68 and 57 are wrong 
numbers 59 and -57 are wrong 
numbers -6 and 73 are wrong 
numbers 63 and -77 are wrong 
numbers 71 and -45 are wrong 
numbers -72 and 66 are wrong 
numbers 67 and -74 are wrong 
numbers 93 and -76 are wrong 
numbers -3 and 21 are wrong 
numbers -8 and 72 are wrong 
numbers -93 and 62 are wrong 
numbers 84 and -1 are wrong 
numbers 19 and 0 are wrong 
numbers -36 and 34 are wrong 
numbers 66 and -30 are wrong 
numbers 19 and -57 are wrong 
numbers 79 and -42 are wrong 
numbers 99 and -22 are wrong 
numbers 77 and -82 are wrong 
numbers 67 and -93 are wrong 
numbers -83 and 36 are wrong 
numbers 24 and -52 are wrong 
numbers -21 and 17 are wrong 
numbers 90 and -93 are wrong 
numbers 32 and -13 are wrong 
numbers 93 and -56 are wrong 
numbers 54 and -65 are wrong 
numbers 74 and -56 are wrong 
numbers 57 and -64 are wrong 
numbers -38 and 81 are wrong 
numbers 86 and -46 are wrong 
numbers 62 and -79 are wrong 
numbers -45 and 24 are wrong 
numbers 78 and -62 are wrong 
numbers -79 and 3 are wrong 
numbers -12 and 98 are wrong 
numbers 49 and -6 are wrong 
numbers 89 and -92 are wrong 
numbers -84 and 22 are wrong 
numbers -64 and 60 are wrong 
numbers 77 and -30 are wrong 
numbers 67 and -70 are wrong 
numbers -36 and 22 are wrong 
numbers -2 and 55 are wrong 
numbers -27 and 9 are wrong 
numbers 57 and -99 are wrong 
numbers -65 and 11 are wrong 
numbers 21 and -25 are wrong 
numbers 38 and -32 are wrong 
numbers -77 and 80 are wrong 
numbers 71 and -68 are wrong 
numbers 96 and -40 are wrong 
numbers 11 and -80 are wrong 
numbers 11 and -61 are wrong 
numbers -55 and 24 are wrong 
numbers -86 and 78 are wrong 
numbers 51 and -94 are wrong 
numbers 83 and -57 are wrong 
numbers -57 and 5 are wrong 
numbers -88 and 19 are wrong 
numbers -62 and 64 are wrong 
numbers -73 and 2 are wrong 
numbers 81 and -75 are wrong 
numbers -83 and 92 are wrong 
numbers -81 and 45 are wrong 
numbers -44 and 46 are wrong 
numbers 80 and -92 are wrong 
numbers -21 and 47 are wrong 
numbers 78 and -70 are wrong 
numbers 62 and -67 are wrong 
numbers 42 and -63 are wrong 
numbers 23 and -31 are wrong 
numbers -19 and 32 are wrong 
numbers 41 and -72 are wrong 
numbers 56 and -24 are wrong 
numbers 75 and -59 are wrong 
numbers 77 and -57 are wrong 
numbers -83 and 62 are wrong 
numbers -32 and 34 are wrong 
numbers -88 and 74 are wrong 
numbers -19 and 66 are wrong 
numbers 82 and -74 are wrong 
numbers -70 and 38 are wrong 
numbers -58 and 74 are wrong 
numbers 74 and -6 are wrong 
numbers -76 and 10 are wrong 
numbers 51 and -4 are wrong 
numbers 95 and -42 are wrong 
numbers 68 and -40 are wrong 
numbers 1 and -13 are wrong 
numbers 23 and -8 are wrong 
numbers 55 and -31 are wrong 
numbers -79 and 22 are wrong 
numbers 62 and -5 are wrong 
numbers 19 and -45 are wrong 
numbers 90 and -57 are wrong 
numbers -49 and 31 are wrong 
numbers 10 and -11 are wrong 
numbers -18 and 52 are wrong 
numbers 26 and -83 are wrong 
numbers 30 and -76 are wrong 
numbers 32 and -89 are wrong 
numbers 13 and -5 are wrong 
numbers 81 and -11 are wrong 
numbers 4 and -11 are wrong 
numbers 6 and -82 are wrong 
numbers 58 and -8 are wrong 
numbers 20 and -39 are wrong 
numbers -86 and 26 are wrong 
numbers -50 and 89 are wrong 
numbers 19 and -43 are wrong 
numbers 26 and -33 are wrong 
numbers -37 and 91 are wrong 
numbers -85 and 4 are wrong 
numbers 95 and -53 are wrong 
numbers 6 and -58 are wrong 
numbers 12 and -82 are wrong 
numbers 85 and -40 are wrong 
numbers 37 and -37 are wrong 
numbers 33 and -83 are wrong 
numbers 22 and -7 are wrong 
numbers 19 and -81 are wrong 
numbers 97 and -82 are wrong 
numbers 75 and -27 are wrong 
numbers 6 and -39 are wrong 
numbers -15 and 37 are wrong 
numbers 40 and -54 are wrong 
numbers -79 and 17 are wrong 
numbers 13 and -27 are wrong 
numbers 38 and -81 are wrong 
numbers 18 and -36 are wrong 
numbers 45 and -36 are wrong 
numbers -75 and 11 are wrong 
numbers 91 and -55 are wrong 
numbers 34 and 0 are wrong 
numbers -56 and 8 are wrong 
numbers -64 and 0 are wrong 
numbers -75 and 38 are wrong 
numbers 99 and -86 are wrong 
numbers -6 and 30 are wrong 
numbers -52 and 14 are wrong 
numbers 86 and -66 are wrong 
numbers 60 and -55 are wrong 
numbers 32 and -6 are wrong 
numbers -84 and 9 are wrong 
numbers -36 and 8 are wrong 
numbers -36 and 16 are wrong 
numbers -65 and 30 are wrong 
numbers -85 and 76 are wrong 
numbers 52 and -48 are wrong 
numbers 90 and -49 are wrong 
